class_name,batch_idx,global_shape,holes_slots,protrusions,relative_positions
M58-擺臂下擋塊,3,"Rectangular base with rounded corners.
Central oval-shaped hole.
Triangular notch on the top left corner.
Flat top surface.
Slight angle on the rectangular shape.","Large circular hole in the center.
Small circular holes near the bottom left and right corners.
Medium-sized circular hole near the top left corner.
Small oval-shaped holes distributed across the surface.
Semi-circular cutout on the right side.
Small slot near the bottom right corner.
Medium-sized oval slot on the right side.","Flat protrusion on the left side.
Flat protrusion along the top edge.
Slight indentation on the upper right corner.
Flat protrusion on the upper left corner.
Slight notch on the upper right corner.","Central hole aligned with the main body.
Small holes arranged symmetrically around the central hole.
Large hole diagonally opposite to the smallest hole.
Medium-sized hole aligned horizontally with the smallest hole.
Rectangular slot positioned parallel to the top edge.
Large circular hole positioned centrally.
Small oval hole aligned diagonally from the top left.
Rectangular base supports the overall structure."
M58-擺臂下擋塊,4,"Rectangular base with rounded corners.
Flat rectangular plate with slight angle.
Component features a rectangular shape with a slight bend.
Rectangular block shape with a protruding edge.
Rectangular base with a triangular notch.","Large circular hole near the bottom center.
Three circular holes of varying sizes.
Central oval cutout.
Four circular holes of varying sizes.
One large circular hole in the center.
Small circular holes near the edges.
Rectangular slot near the top edge.
Small oval slot near the top left corner.
Medium-sized oval hole in the center.
Small circular hole near the bottom left corner.","Slightly raised edges.
Rounded corners.
Flat protruding edge on the left side.
Raised edge along the right side.
Slight protrusion on the bottom right corner.","Smaller holes symmetrically arranged around the central hole.
Large circular hole centrally aligned with the component's main body.
Rectangular slot aligned parallel to the longer side of the component.
Central hole aligned with the rectangular slot.
Smaller holes arranged vertically near the center.
Large circular hole aligned diagonally from the top left to the bottom right.
Smaller holes evenly spaced around the larger central hole.
Large circular hole aligned vertically with the smaller holes."
M58-擺臂下擋塊,5,"Rectangular base with slight curve or angle.
L-shaped metal plate configuration.
Flat rectangular shape with rounded corners.
Triangular extension on one side.
Central oval-shaped hole.","One large circular hole near the center.
Three circular holes of varying sizes.
Small oval slots near the top and bottom corners.
Rectangular slot near the bottom right edge.
Smaller circular holes positioned around the central hole.
Medium-sized circular hole on the right side.
Large oval hole near the top center.
Small circular hole near the top edge.
Small circular hole near the bottom edge.
Small circular hole near the bottom left corner.
Small circular hole near the bottom right corner.","Raised edge along the top side.
Flat protrusion on the left side.
Slight protrusion on the bottom left corner.
Flat protrusion on the top right corner.
Raised rectangular section on the top edge.
Raised edge along the right side.
Flat protrusion along the top edge.
Raised edge along the left side.
Flat protrusion on the top edge.","Small oval slots aligned diagonally from top left to top right.
Smaller holes symmetrically arranged around the central hole.
Rectangular base with protruding edge on the top side.
Triangular extension aligned diagonally from bottom left to top right.
Rectangular base wider than the triangular extension.
Large circular hole centrally aligned with the component.
Smaller holes evenly spaced around the larger hole.
Rectangular slot aligned parallel to the bottom edge.
Large central hole surrounded by two smaller holes.
Rectangular slot aligned parallel to the angled edge.
Large oval hole centrally aligned with the smaller holes.
Smaller circular hole positioned adjacent to the bottom left oval hole.
Rectangular slot positioned near the top edge, parallel to the L-shape.
Central hole flanked by two smaller holes on opposite sides.
Large circular hole centrally positioned with smaller holes around it."
M58-擺臂下擋塊,6,"Rectangular L-shaped metal plate.
Tapered rectangular shape with a slight angle.
Flat L-shaped profile with a curved extension.","Large central circular hole.
Four circular holes evenly spaced.
Small circular holes near the top left, bottom left, and bottom right corners.
Medium-sized circular hole towards the center-right.
Small oval slot near the top edge.
Rectangular slot positioned on the side.
Medium-sized oval slot on the left side.
Small circular hole near the bottom edge.
Small oval slot near the bottom left and bottom right.","Raised edges along the longer sides.
Flat protrusion along the bottom edge.
Slight protrusion on the shorter side.
Raised edge along the top side.
Flat protrusion on the upper edge.
Rounded corners of the L-shape.
Protruding edge on the left side.
Raised edge along the right side.","Central hole surrounded by smaller holes on the left.
Holes aligned vertically and horizontally.
Large hole diagonally opposite to the smaller hole near the bottom left.
Medium-sized hole aligned horizontally with the smaller hole near the bottom right.
Smaller holes evenly spaced around the central large hole.
Rectangular slot aligned parallel to the longer edge.
Holes evenly spaced along the curved section.
Small circular hole aligned parallel to the top edge.
Medium-sized oval slot positioned diagonally from the large oval hole."
M58-擺臂下擋塊,7,"L-shaped metal piece with a rectangular base and vertical extension.
Rectangular shape with rounded corners and a slight taper.
Tapered, elongated form with a rectangular base.
Rectangular base with a protruding edge and a vertical extension.
Rectangular profile with rounded edges and a slight curve on one side.","Large central circular hole.
Three evenly spaced circular holes.
Large oval hole near the center.
Small circular holes near the top left and bottom right corners.
Medium-sized circular hole on the side.
Rectangular slot on the right side.
Small oval slots near the bottom left and right.
Central elongated slot.
Small oval hole towards the bottom edge.
Small circular hole positioned near the bottom right.","Raised edge along the left side.
Flat protrusion on the bottom edge.
Smooth, angled protrusion on the right side.
Flat protruding edge along the left side.
Notch on the left side.
Raised edge along the top side.
Subtle protrusion along the bottom edge.
Slightly raised edge along the left side.","Large central hole with smaller holes symmetrically around it.
Three oval holes evenly spaced along the length.
Large oval hole aligned diagonally from top right to bottom left.
Smaller holes arranged in a vertical line on the left side.
Rectangular slot positioned adjacent to the central circular hole.
Small holes aligned vertically on the left side.
Central hole flanked by two smaller holes on either side.
Rectangular slot aligned parallel to the bottom edge.
Slots positioned symmetrically on opposite sides."
M58-擺臂下擋塊,8,"Rectangular profile with a slight taper.
L-shaped metal piece.
Tapered cylindrical shape.
Rectangular shape with rounded corners.
Rectangular profile with a right-angled bend.","Large central circular hole.
Large oval hole near the top right corner.
Central elongated slot.
Series of evenly spaced oval holes along the length.
Small circular hole near the tapered end.
Medium-sized circular hole towards the top.
Small oval slot near the bottom edge.
Rectangular slot positioned near the top.
Small elongated slot on the side.
Narrow rectangular slot near the bottom.","Raised edge along the longer side.
Protruding lip on the shorter side.
Slightly raised edge along the top side.
Subtle protrusion along the bottom edge.
Flat protrusion along the bottom edge.
Raised edge running parallel to the length.","Large oval hole aligned parallel to the longer side.
Smaller holes distributed symmetrically around the central hole.
Central slot positioned parallel to the longer edge.
Smaller holes evenly spaced around the central slot.
Large oval hole positioned centrally with smaller holes around it.
Smaller oval slot located below the central hole.
Large hole aligned diagonally from the smallest hole.
Medium-sized holes symmetrically placed relative to the central hole.
Large hole diagonally opposite to the small hole on the left.
Medium-sized holes aligned vertically and horizontally."
M58-擺臂下擋塊,9,"Rectangular block shape with rounded corners.
L-shaped configuration with a rectangular base and vertical extension.
Elongated rectangular bar with a tapered end.
Rectangular profile with a slight taper.","Large circular hole in the center.
Four circular holes positioned near the corners.
Three oval-shaped holes aligned horizontally.
Three elongated slots aligned parallel to the length.
Large oval hole in the middle.
Rectangular slot on the right side.
Small circular holes near the top and bottom edges.
Small oval slot near the top edge.
Rectangular slot near the bottom edge.
Central elongated slot running parallel to the length.","Slightly raised edges along the longer sides.
Raised edge along the bottom side.
Flat protrusion on the shorter side.
Protruding section at the tapered end.
Raised edge along the right side.
Protruding lip on the upper edge.
Flat top surface on the vertical extension.","Large circular hole centrally aligned with the L-shape.
Smaller holes symmetrically arranged around the central hole.
Rectangular slot positioned adjacent to the large circular hole.
Oval holes evenly spaced along the length.
Rectangular slot aligned parallel to the longer side.
Slots positioned at different heights along the length.
Central slot positioned parallel to the tapered edge.
Smaller holes evenly spaced along the vertical axis."
M58-擺臂下擋塊,10,"Rectangular base with a vertical extension.
Tapered end on one side.
Central elongated slot.
Rectangular shape with rounded corners.
Series of evenly spaced holes along its length.","One large circular hole centrally located.
Four circular holes evenly distributed across the surface.
Small circular holes near the top and bottom edges.
Medium-sized circular hole near the center.
Narrow rectangular slot close to the tapered end.
Elongated slot near the bottom right.","Slightly raised edges along the component.
Flat protrusion along the bottom edge.
Smooth, continuous edge along the length.
Slight indentation near the base.","Central hole aligned with the vertical extension.
Smaller holes symmetrically arranged around the central hole.
Large circular hole diagonally opposite the small circular hole.
Medium-sized holes aligned vertically and horizontally.
Slots aligned parallel to the tapered edge."
M58-擺臂下擋塊,11,"Rectangular metal plate with rounded corners.
Hexagonal shape with flat sides.
Flat surface with no visible protrusions.","Four circular holes evenly distributed across the surface.
Two large circular holes on the top and bottom edges.
One large circular hole near the top left corner.
One large circular hole near the bottom right corner.
Medium-sized circular hole positioned near the center-left.
Smaller circular hole situated towards the upper right.
Smaller circular hole positioned slightly to the right of the center.
Smaller circular hole located below the medium-sized hole.","Edges of the component are slightly raised.
Flat surface with no additional protrusions.
Consistent thickness throughout the structure.","The two large holes are equidistant from the component's top and bottom edges.
The two upper holes are aligned diagonally across the face.
The bottom two holes are positioned vertically aligned with each other.
The large circular hole on the upper left is aligned diagonally with the one on the lower left.
The two small circular holes are vertically aligned near the center.
The large circular hole on the top is aligned diagonally with the one on the bottom.
The large circular hole is positioned diagonally opposite to the bottom left hole.
The large holes are diagonally aligned on opposite corners.
The two larger holes are diagonally opposite each other.
The smaller central hole is surrounded by the larger holes."
M58-擺臂下擋塊,12,"Rectangular base with rounded corners.
Hexagonal shape with flat sides.
Octagonal plate configuration.","Four circular holes distributed across the surface.
Large circular hole near the top right corner.
Medium-sized circular hole positioned centrally.
Small circular hole near the bottom left corner.
Large oval slot on the right side.","Flat base along the bottom edge.
Raised edge along the top perimeter.
Cylindrical protrusion on the left side.
Small circular protrusion near the bottom right.","Large circular hole diagonally opposite the small circular hole.
Medium-sized holes aligned vertically and horizontally.
Large hole aligned diagonally with the small circular hole.
Smaller holes evenly spaced around the perimeter.
Large oval slot adjacent to the bottom right circular hole."
M58-擺臂下擋塊,13,"Rectangular metal plate with rounded corners.
Flat top surface with a rectangular base.
Hexagonal shape with flat sides.","Four circular holes of varying sizes.
Large circular hole near the top left corner.
Medium-sized circular hole near the top right corner.
Small circular hole near the bottom left corner.
Medium-sized circular hole near the bottom right corner.
Central circular opening with a smaller concentric circle.
Small circular hole positioned centrally on the surface.","Flat top surface without any raised edges.
Smooth perimeter without any protrusions.
Slightly raised edges along the top perimeter.
Cylindrical protrusion within the bottom hole.","Circular holes are evenly spaced across the surface.
Largest hole is diagonally opposite the smallest hole.
Large circular hole is positioned towards the right side.
Smaller holes are arranged around the central and bottom areas.
Large circular hole is aligned diagonally from the smaller holes.
Smaller holes are symmetrically arranged around the central opening.
Large circular hole is positioned near the upper left corner.
Smaller holes are evenly distributed around the central area."
M58-擺臂下擋塊,14,"Rectangular base with rounded corners.
Flat top surface.
Slight overhang on one side.","Four circular holes of varying sizes.
Central circular hole with a smaller concentric circle.
Large circular hole near the top left corner.
Large circular hole near the bottom right corner.
Small oval-shaped hole near the center-right area.
Elongated slot positioned towards the bottom right.","Slightly raised edges forming subtle protrusions.
Raised cylindrical feature visible through the lower right hole.
Flat base with a slight elevation on the sides.","Large circular hole diagonally opposite the smallest hole.
Central hole aligned vertically with a smaller hole below it.
Smaller holes symmetrically placed around the central hole.
Large circular hole positioned diagonally from the smaller holes.
Holes arranged in a roughly square pattern."
M58-擺臂下擋塊,15,"L-shaped metal plate with a rectangular base.
Flat top surface with a slight angle.
Rectangular shape with rounded corners.
Flat, rectangular shape with a slight taper.","Four circular holes of varying sizes distributed across the surface.
Large circular hole near the bottom left.
Large circular hole near the center.
Large circular hole on the left side.
Large circular hole in the upper left section.
Large circular hole in the upper right section.
Medium-sized circular hole near the center-left.
Medium-sized circular hole near the center-right.
Medium-sized circular hole on the right side.
Medium-sized oval slot on the right side.
Semi-circular indentation on the right side.","Slightly raised edges along the top perimeter.
Flat bottom surface with no additional protrusions.
Flat surface with a protruding lip on the top edge.
Central cylindrical hole with a defined rim.
Flat surface with no visible protrusions.
Flat surface with a slanted upper edge.
Flat base with no protrusions.
Flat base with a slight incline.
Flat surface with a central circular opening.
Several smaller holes arranged vertically on the right side.","Smaller holes arranged symmetrically around the central hole.
Holes distributed evenly across the L-shaped surface.
Large hole aligned diagonally from the small hole at the top right.
Medium-sized hole positioned opposite the large hole.
Semi-circular indentation located on the right side.
Smaller circular protrusion near the bottom right corner, adjacent to the semi-circular indentation.
Largest hole aligned diagonally from the top left to the bottom right.
Smaller holes evenly spaced around the larger central hole.
Large circular hole offset from the center towards the left.
Smaller hole positioned below the central circular hole.
Oval slot aligned parallel to the bottom edge.
Large circular hole centrally aligned with the smaller holes.
Smaller holes arranged in a vertical line to the left of the central hole.
Central hole surrounded by three smaller holes arranged symmetrically.
Holes evenly distributed across the surface of the component.
Circular holes evenly spaced across the surface.
Holes aligned in a roughly square pattern.
Smaller holes arranged around the central opening.
Component has a semi-circular protrusion on the right side.
Large circular hole positioned towards the bottom right.
Smaller holes arranged around the central large hole.
Smaller holes positioned symmetrically around the central hole.
Large circular hole positioned towards the upper left.
Smaller holes distributed evenly around the central hole.
Largest hole opposite the smallest hole.
Two medium-sized holes aligned diagonally across the component."
M58-擺臂部檢知管,1,"L-shaped metal piece with a cylindrical main body.
Flat top surface with a slight taper towards the base.
Central circular hole aligned with the inner corner of the L-shape.","Large central circular hole.
Rectangular slot near the top edge, aligned parallel to the base.
Small circular indentation near the slot.
Rectangular slot on the side of the cylinder, aligned parallel to the cylinder's axis.
Small rectangular notch on the top edge.
Semi-circular cutout on one end.","Vertical rectangular protrusion on one side, perpendicular to the main cylindrical body.
Flat protruding section on one side, perpendicular to the cylindrical body.
Raised edge along the bottom side.
Protruding tab on the top corner.
Raised edge along the curved side.","Rectangular slot positioned adjacent to the central circular hole.
Rectangular slot positioned parallel to the longer side of the L-shape.
Rectangular slot positioned near the flat end.
Protruding section located at the top of the cylinder.
Circular hole aligned with the main body of the L-shape.
Rectangular slot positioned to the right of the circular hole.
Rectangular extension positioned at the bottom right, forming a right angle with the cylindrical body."
M58-擺臂部檢知管,2,"Cylindrical shape with a flat base.
L-shaped metal bracket configuration.
Smooth, curved surface.
Central large circular or oval hole.","One large central circular or oval hole.
Rectangular slots near edges or adjacent to the central hole.
Small circular holes near the base or on flat surfaces.
Semi-circular cutouts on one side.","Vertical rectangular protrusion on one side.
Raised edges along the sides or bottom curve.
Small notches or triangular sections near the top edge.
Raised rim around the central hole.","Rectangular slot positioned parallel to the longer side or adjacent to the central hole.
Semi-circular indentation near the corner of the L-shape.
Rectangular protrusion aligned with the central axis or positioned on the right side.
Raised vertical section aligned with the left side of the circular hole."
M58-擺臂部檢知管,3,"Cylindrical main body with a flat base.
L-shaped configuration with a rectangular extension.
Smooth, curved surface with a prominent circular hole in the center.","Large central circular hole.
Smaller circular hole within the larger central hole.
Rectangular slot adjacent to the circular hole.
Rectangular slot near the top edge.
Rectangular slot near the bottom edge.
Rectangular slot on the side.","Flat rectangular extension on one side.
Raised rectangular section on one side.
Protruding tab on the left side.
Raised edge along the bottom.
Raised rim along the circular hole.","Rectangular extension is perpendicular to the cylindrical body.
Rectangular slot is positioned adjacent to the circular hole.
Smaller hole is centrally positioned within the larger hole.
Rectangular slot is positioned parallel to the L-shape.
Circular hole is centrally aligned with the L-shaped structure."
M58-擺臂部檢知管,4,"L-shaped metal piece with a cylindrical section.
Central large circular hole.
Flat base with a curved top section.","One large central circular hole.
Multiple smaller circular holes arranged around the central hole.
Rectangular slots near the bottom and top edges.
Semi-circular indentation on one side.
Small rectangular slot near the bottom edge.","Raised edges along the top and sides.
Protruding tab on the right side.
Raised rim around the central oval cutout.
Flat rectangular extension with a right-angled bend.","Rectangular slots positioned parallel to the L-shape's corner.
Smaller holes arranged around the central circular hole.
Rectangular slot adjacent to the central hole.
Protruding tab near the intersection of the L-shape.
Circular hole surrounded by a raised rim."
M58-擺臂部檢知管,5,"Cylindrical shape with a flat end.
L-shaped metal piece.
Circular main body with a protruding tab at the top.
Conical shape with a wide base.
Cylindrical main body.","Large central circular hole.
Small circular hole near the flat end.
Rectangular slot on the side.
Semi-circular indentation on the side.
Smaller circular hole adjacent to the main hole.
Rectangular slot near the bottom edge.
Rectangular slot near the top edge.
Small oval hole on the flat side.
Triangular notch on one corner.","Protruding tab on the right side.
Raised edge along the cylindrical surface.
Raised rim along the circular opening.
Small notch on the side of the component.
Raised edge along the bottom.
Curved protrusion on the right side.
Protruding tab on the top of the L-shape.
Flat protrusion extending from the bottom.
Rounded protrusions at the corners.","Oval cutout centrally positioned on the cylindrical body.
Rectangular slot adjacent to the protruding section.
Circular opening positioned centrally on the side.
Rectangular slot located adjacent to the circular opening.
Large circular hole centrally positioned with a slot below it.
Rectangular slot located near the bottom left corner.
Rectangular slot positioned parallel to the L-shape.
Cylindrical protrusion aligned with the circular hole.
Smaller circular hole centrally aligned with the larger central hole.
Rectangular slot positioned parallel to the base.
Circular hole aligned with the central axis of the L-shape.
Rectangular slot located on the lower side of the central hole.
Circular hole aligned with the cylindrical body.
Circular hole positioned adjacent to the L-shaped bend.
Rectangular slot positioned close to the central hole."
M58-擺臂部檢知管,6,"L-shaped metal bracket configuration.
Cylindrical main body with a flat rectangular extension.
Central circular hole in the L-shape.
Smooth outer contour with a curved section.","Large central circular hole.
Smaller circular holes near the central opening.
Rectangular slots adjacent to the central hole.
Semi-circular indentation on the flat side.
Rectangular slot near the right edge.","Flat protrusion along the bottom edge.
Raised edge along the left side.
Protruding section at the top.
Flat protrusion on the right side.
Curved protrusion on the left side.","Rectangular slot positioned horizontally near the bottom edge.
Protruding section aligned vertically at the top.
Rectangular slot positioned below the central hole.
Smaller holes arranged around the central opening.
L-shape formed by a vertical and horizontal section."
M58-擺臂部檢知管,7,"Cylindrical body with a flat top.
L-shaped metal bracket configuration.
Central circular opening.
Cylindrical main body with a protruding rectangular section.","Large circular hole in the center.
Smaller circular hole within the main opening.
Rectangular slot near the upper section.
Rectangular slot near the bottom edge.
Smaller oval hole adjacent to the main circular hole.
Triangular notch on the upper right side.
Semi-circular indentation on the lower side.
Small circular hole near the top section.
Square slot positioned on the flat surface.
Rectangular slot on the left side.
Rectangular slot near the edge.
Rectangular slot near the top edge.
Smaller circular hole near the bottom edge.
Rectangular slot near the edge.
Rectangular slot on the side.
Small elongated slot on one side.
Semi-circular indentation on the lower side.
Smaller circular hole adjacent to the main one.
Rectangular slot near the edge.
Rectangular slot on the left side.","Raised edge along the bottom circumference.
Flat protrusion on the side.
Raised section on the top.
Protruding tab on the left side.
Raised edges along the sides.
Two parallel grooves on the lower section.
Raised lip around the central opening.
Small notch on the side.
Raised edge along the vertical side.
Protruding tab on the right side.
Raised section on the top edge.
Protruding section on the left side.
Smooth outer surface on the cylindrical part.
Flat, parallel sides on the rectangular block.
Raised edge along the longer side of the L-shaped part.
Protruding tab on the shorter side.
Consistent diameter throughout the cylindrical body.
Rectangular slot aligned parallel to the cylinder's axis.
Raised edge along the bottom curve.
Notch on the side of the cylindrical section.
Raised section on the top edge.
Protruding section on the left side.
Raised edges along the sides.
Two protruding tabs on the longer arm.
Flat surface on the top.
Protruding section on the upper side.
Raised edge along the longer side of the L-shaped bracket.
Protruding rectangular section at the corner.
Raised edges along the sides.
Protruding tab at the corner.","Rectangular slot positioned above the central hole.
Protruding section aligned with the top edge.
Rectangular slot positioned adjacent to the circular hole.
Protruding section located directly above the circular hole.
Several smaller holes arranged around the central opening.
Rectangular slot positioned parallel to the L-shaped bend.
Large circular hole positioned centrally on the base.
Rectangular slot positioned adjacent to the smaller circular hole.
Rectangular slot aligned parallel to the base.
Cylindrical protrusion adjacent to the rectangular slot.
Rectangular slot positioned parallel to the L-shaped edge.
Smaller circular hole located near the rectangular slot.
Protruding section positioned on one side of the cylinder.
Circular hole centrally located on the cylinder.
Rectangular slot positioned parallel to the base curve.
Smaller hole positioned below the central hole.
Rectangular slot positioned adjacent to the circular hole.
Protruding section located above the circular hole.
Rectangular slot positioned adjacent to the circular hole.
Several smaller holes arranged around the central opening.
Smaller hole positioned above the larger circular opening.
Rectangular protrusion aligned parallel to the circular opening.
Smaller hole positioned close to the rectangular slot.
Rectangular slot positioned adjacent to the circular hole.
Several smaller holes arranged around the central opening.
Rectangular slot positioned adjacent to the circular hole."
M58-擺臂部檢知管,8,"L-shaped configuration with a cylindrical main body.
Central circular hole in the component.
Flat rectangular extension on one side.
Cylindrical shape with a flat top.","Large central circular hole.
Smaller rectangular slot near the edge.
Smaller circular hole adjacent to the main hole.
Rectangular slot adjacent to the circular hole.
Rectangular slot positioned parallel to the L-shape.","Raised rectangular section on one side.
Protruding tab on the upper left corner.
Flat protruding tab on the left side.
Raised edge along the bottom circumference.
Protruding rectangular section on the left side.","Rectangular slot positioned adjacent to the central hole.
Protruding tab positioned above the central hole.
Rectangular slot positioned parallel to the cylindrical protrusion.
Rectangular extension positioned at a right angle to the main body.
Base extends horizontally from the cylindrical section."
M58-擺臂部檢知管,9,"L-shaped metal piece with a cylindrical main body.
Conical shape with a wide base.
Flat rectangular base.
Cylindrical shape with a flat base or top.","Large central circular hole.
Smaller circular hole adjacent to the main hole.
Rectangular slots near the edges or sides.
Rectangular cutouts on the side.
Small rectangular cutouts near the top or bottom edge.
Small oval slot on the side.","Raised rectangular section on the side or top.
Cylindrical protrusion on the left side.
Protruding tab at the top of the cylinder.
Raised rim around the circular opening.
Protruding lip at the top edge.","Rectangular slot positioned adjacent to the central hole.
Cylindrical protrusion aligned parallel to the L-shape.
Raised section positioned adjacent to the rectangular base.
Smaller circular hole aligned with the main hole.
Rectangular slot positioned above the central hole.
Protruding section located directly above the circular hole."
M58-擺臂部檢知管,10,"L-shaped metal piece with a cylindrical main body.
Central circular hole in the component.
Cylindrical shape with a flat base.
Circular base with a protruding rectangular section.
Curved L-shaped profile.","Large central circular hole.
Smaller circular holes adjacent to the main hole.
Rectangular slots near the top and bottom edges.
Rectangular slot adjacent to the central hole.
Small rectangular slot near the top right corner.
Narrow elongated slot on the side.
Small rectangular notch near the bottom edge.","Raised edge along the vertical side.
Flat protruding section on the right side.
Vertical protrusion extending from the top.
Raised rectangular section on the top.
Flat protruding tab on one side.
Raised edge around the central hole.
Raised rim along the circular opening.
Small circular notch near the bottom of the main hole.","Rectangular slot positioned adjacent to the central hole.
Smaller hole offset from the central hole.
Rectangular slot positioned parallel to the L-shape.
Flat tab located on the right side of the circular base.
Rectangular slot positioned to the right of the central hole.
Protruding section perpendicular to the circular base.
Rectangular slot aligned parallel to the vertical protrusion."
M58-擺臂部檢知管,11,"Cylindrical shape with a flat base.
L-shaped configuration with a central circular hole.
Smooth, curved outer surface.
Flat circular top surface.","Large central circular hole.
Small rectangular slots near the bottom edge.
Rectangular slot near the top edge.
Narrow elongated slot on the side.
Small rectangular notch near the bottom edge.","Raised rim along the circular opening.
Protruding tab on the right side.
Flat protrusion on one side.
Slight outward curve along the top edge.
Raised rectangular section on the right side.","Rectangular slot adjacent to the protruding tab.
Circular hole aligned with the central axis.
Rectangular notch positioned adjacent to the flat protrusion.
Rectangular protrusion positioned on the left side.
Rectangular slot positioned near the L-shaped extension."
M58-擺臂部檢知管,12,"Cylindrical tube with a flat base.
L-shaped metal piece with a central oval cutout.
Smooth outer surface with a large central circular hole.
Vertical rectangular protrusion on one side.","One large circular hole in the center.
Small rectangular slots near the bottom edge.
Rectangular slot on the right side.
Narrow rectangular slot near the top edge.
Small oval slot on the side.
Rectangular slot near the top edge.
Small circular notch on the side.
Rectangular slot near the right edge.
Small rectangular notch near the bottom edge.
Small circular hole near the top edge.","Vertical rectangular protrusion on one side.
Flat protrusion on the bottom right.
Raised edge along the top.
Raised edge along the sides.
Protruding tab on the right side.
Slight indentation along the bottom curve.
Slight outward curve along the top edge.
Notch on the upper left corner.
Notch on the right side.","Circular hole aligned with the central axis of the cylinder.
Rectangular slot positioned parallel to the base.
Rectangular slot positioned adjacent to the circular hole.
Protruding section located above the circular opening.
Rectangular slot positioned to the right of the circular hole.
Vertical protrusion located on the left side of the cylindrical body.
Rectangular notch positioned adjacent to the circular opening.
Flat base supports the cylindrical section horizontally.
Rectangular slot positioned near the top edge.
Protruding tab extends from the main body towards the right.
Central hole surrounded by a flat protruding rim."
M58-擺臂部檢知管,13,"L-shaped metal piece with a cylindrical main body.
Features a large central circular or oval opening.
Smooth, curved surface on one side.
Flat base or top extending from the L-shape.","Large central circular or oval opening.
Small rectangular slots near the top or bottom edges.
Smaller circular holes near the top or adjacent to slots.
Rectangular cutouts on the side.","Raised edge along the bottom curve.
Protruding tab on the right side or near the L-shape intersection.
Raised rectangular protrusion on the top.
Flat protrusion extending from the side.","Central hole aligned with the main body.
Rectangular slot positioned adjacent to the central opening.
Protruding tab near the intersection of the L-shape.
Rectangular slot aligned parallel to the cylindrical body's axis."
M58-擺臂部檢知管,14,"Cylindrical shape with a flat top or base.
L-shaped metal piece configuration.
Central circular hole in the component.","Large central circular hole.
Rectangular slots near the base or edges.
Small triangular notches on the side.
Narrow elongated slots on the side.
Small circular holes within the central opening.","Raised rectangular section on the top or sides.
Protruding tabs on the left or right side.
Raised rim around the circular hole.
Slightly raised rim along the circular opening.
Raised edges along the sides or L-shaped sides.","Circular hole centrally aligned with the cylindrical body or L-shape.
Rectangular slot positioned adjacent to the central hole.
Triangular notch positioned adjacent to the rectangular cutout.
Protruding edge located on the left side of the component.
Rectangular slot positioned parallel to the L-shape's corner or cylinder's axis."
M58-擺臂部檢知管,15,"L-shaped metal piece with a cylindrical main body.
Cylindrical shape with a flat base or end.
Smooth, curved surface along its length.
Central circular hole surrounded by a solid section.","Large central circular hole.
Rectangular slots near the top edge or side.
Small circular holes near the bottom or side.
Triangular or semi-circular indentations on the side.
Narrow elongated slots on the vertical edge.","Raised edges along the sides or L-shape.
Protruding rectangular tab on the top or side.
Flat protrusion extending from the side.
Slightly curved bottom edge.
Raised rim around the circular hole.","Rectangular slot positioned parallel to the base or adjacent to the circular hole.
Circular hole aligned with the central axis of the L-shape or flat base.
Rectangular protrusion positioned centrally on the top or perpendicular to the cylinder.
Flat base supports the cylindrical part horizontally or directly below the cylinder.
Small circular hole positioned centrally on the bottom or near the edge."
M58-擺臂部軸心,1,"Cylindrical rod with a flat end.
Central cylindrical section.
Uniform cylindrical shape throughout its length.","One large circular hole located centrally.
Small rectangular slot near the flat end.
Circular hole at one end.
Rectangular slot positioned parallel to the rod's length.","Slight protrusion at one end.
Central section slightly thicker.
Smooth cylindrical protrusion along the length.
Rounded end cap.","Central hole aligned with the rod's axis.
Rectangular slot positioned adjacent to the circular hole.
Protrusion located at the left end of the rod.
Indentation positioned at the right end of the rod."
M58-擺臂部軸心,2,"Cylindrical rod with a central cylindrical section.
Uniform cylindrical shape throughout its length.
Central circular hole aligned with the rod's axis.","Central circular hole runs the full length of the rod.
Small rectangular slot near one end.
Circular hole near one end.
Flange with a circular hole in the center.","Rounded protrusion on one end.
Slight protrusion at one end.
Flat surface on one end.
Flange protrudes outward from the rod.","Central hole aligns with the main cylindrical axis.
Slot positioned parallel to the cylindrical axis.
Flange positioned at one end, opposite the rounded protrusion.
Protrusion located at the opposite end of the circular hole.
Flange positioned approximately halfway along the length of the rod."
M58-擺臂部軸心,3,"Cylindrical rod with a central connector.
Uniform cylindrical shape with a central hole.
Cylindrical rod with a flat end.
Cylindrical rod with a rounded end.
Cylindrical rod with a central hole and a flange.","Central circular hole aligned with the rod's axis.
Small rectangular slot near one end.
Small circular indentation near the left end.
Rectangular slot close to the right end.
Smaller circular hole near one end of the rod.","Slight protrusion at the connector section.
Slight protrusion at one end.
Flat end cap on one side.
Slight indentation near the flat end.
Slight protrusion at the center.","Circular hole aligned with the rod's axis.
Smaller extension positioned directly opposite the circular hole.
Protruding section positioned at the shorter end.
Rectangular slot positioned parallel to the rod's axis.
Rectangular slot positioned adjacent to the flat end.
Smaller hole positioned close to the shorter end of the cylinder.
Smaller hole positioned adjacent to the protruding section.
Flange extends outward from the rod's side.
Flange positioned approximately halfway along the rod."
